                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.60031,                 0.4675,                0.92837,                0.66683,                0.51488,                0.57196,                0.42845,                0.94603,                 1.2656,                 1.1984,             0.00034997,             0.00034997,             0.00034997
                    106,                0.61314,                0.46827,                0.92504,                0.66262,                0.52457,                0.57766,                0.43242,                0.94492,                 1.3293,                 1.1988,             0.00034643,             0.00034643,             0.00034643
                    107,                 0.6027,                0.45809,                0.91781,                0.69458,                0.49408,                 0.5769,                0.43118,                0.93904,                 1.2347,                 1.1925,              0.0003429,              0.0003429,              0.0003429
                    108,                0.60157,                0.45401,                0.91753,                0.66836,                0.53233,                0.59038,                 0.4365,                0.93491,                 1.1613,                 1.1878,             0.00033936,             0.00033936,             0.00033936
                    109,                0.60641,                0.47015,                0.93127,                0.66353,                0.52147,                0.57624,                 0.4315,                0.94208,                 1.2445,                 1.1894,             0.00033583,             0.00033583,             0.00033583
                    110,                0.61058,                0.46613,                0.92199,                0.65587,                0.51857,                0.56869,                0.42895,                 0.9338,                 1.2415,                 1.1879,              0.0003323,              0.0003323,              0.0003323
                    111,                0.59401,                0.45764,                0.92276,                0.62194,                0.53931,                0.57433,                0.43675,                0.93505,                 1.2381,                 1.1857,             0.00032876,             0.00032876,             0.00032876
                    112,                0.60591,                0.45409,                0.92168,                0.66518,                0.52755,                0.57497,                0.43555,                0.93139,                 1.2267,                 1.1857,             0.00032523,             0.00032523,             0.00032523
                    113,                0.60272,                0.45903,                0.92242,                0.67585,                0.53506,                0.58978,                0.44192,                0.93445,                 1.2375,                 1.1883,             0.00032169,             0.00032169,             0.00032169
                    114,                0.60038,                0.46207,                 0.9245,                0.65928,                0.53918,                0.58577,                0.44463,                0.93179,                 1.2054,                 1.1849,             0.00031816,             0.00031816,             0.00031816
                    115,                0.58106,                 0.4462,                0.91655,                0.63712,                0.53209,                0.58591,                0.44158,                0.93284,                 1.1711,                 1.1787,             0.00031462,             0.00031462,             0.00031462
                    116,                0.60014,                0.44306,                0.92153,                 0.6465,                0.55012,                 0.5913,                0.44759,                0.93001,                 1.1876,                 1.1815,             0.00031109,             0.00031109,             0.00031109
                    117,                0.58904,                0.43956,                0.91249,                0.65829,                0.55376,                0.58827,                0.44575,                0.93015,                 1.2098,                 1.1897,             0.00030756,             0.00030756,             0.00030756
                    118,                0.58944,                0.44984,                0.91762,                0.66034,                0.53561,                0.58545,                 0.4437,                0.91957,                 1.2078,                 1.1723,             0.00030402,             0.00030402,             0.00030402
                    119,                0.58065,                0.43373,                0.91314,                0.64911,                0.53844,                0.58741,                0.44319,                0.93337,                 1.2274,                 1.1799,             0.00030049,             0.00030049,             0.00030049
                    120,                0.58717,                0.43777,                0.91209,                0.64039,                0.53831,                0.57487,                0.43376,                0.94223,                 1.2472,                 1.1865,             0.00029695,             0.00029695,             0.00029695
                    121,                0.57291,                0.42232,                0.90574,                0.66686,                0.53669,                 0.5771,                0.43783,                0.92968,                 1.2156,                 1.1802,             0.00029342,             0.00029342,             0.00029342
                    122,                0.57069,                0.42985,                0.90932,                0.65066,                0.53496,                0.57596,                0.43846,                0.93463,                 1.2371,                 1.1867,             0.00028988,             0.00028988,             0.00028988
                    123,                0.57277,                0.43349,                0.91833,                0.60402,                 0.5706,                0.58867,                0.44096,                0.94426,                  1.234,                 1.1977,             0.00028635,             0.00028635,             0.00028635
                    124,                0.57549,                0.43557,                0.91264,                0.65632,                0.53927,                0.58401,                0.44138,                0.94132,                 1.2232,                 1.1973,             0.00028282,             0.00028282,             0.00028282
                    125,                0.57681,                0.43368,                0.91622,                0.66128,                0.54375,                 0.5828,                0.44004,                0.92979,                 1.2445,                 1.1847,             0.00027928,             0.00027928,             0.00027928
                    126,                0.57095,                0.42182,                0.91512,                0.67978,                0.52771,                0.58463,                0.44174,                0.92537,                 1.2543,                 1.1843,             0.00027575,             0.00027575,             0.00027575
                    127,                0.58117,                0.42866,                0.90886,                0.64395,                0.56098,                 0.5832,                0.44167,                0.92596,                  1.244,                 1.1882,             0.00027221,             0.00027221,             0.00027221
