                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.61911,                0.48438,                0.93881,                0.65292,                0.54084,                0.58467,                0.43883,                 0.9292,                 1.1832,                 1.1715,             0.00035704,             0.00035704,             0.00035704
                    104,                 0.6192,                0.47844,                0.92921,                0.64148,                0.53521,                0.56932,                 0.4253,                0.93217,                 1.2247,                 1.1749,              0.0003535,              0.0003535,              0.0003535
                    105,                0.59701,                0.46142,                0.92726,                0.64713,                0.54036,                0.57561,                 0.4293,                   0.94,                 1.2158,                 1.1891,             0.00034997,             0.00034997,             0.00034997
                    106,                0.61129,                0.46946,                0.92521,                0.64942,                0.52636,                0.57522,                  0.428,                0.95212,                 1.2275,                 1.1978,             0.00034643,             0.00034643,             0.00034643
                    107,                0.60512,                0.46113,                 0.9207,                0.65229,                0.53364,                 0.5841,                0.43427,                0.93905,                 1.2629,                 1.1941,              0.0003429,              0.0003429,              0.0003429
                    108,                0.59427,                0.45191,                0.91587,                0.68198,                0.51801,                0.58413,                0.43043,                0.93623,                 1.1957,                 1.1846,             0.00033936,             0.00033936,             0.00033936
                    109,                0.60433,                 0.4677,                0.93023,                0.66207,                0.52706,                0.57601,                0.43314,                0.93005,                 1.2266,                 1.1793,             0.00033583,             0.00033583,             0.00033583
                    110,                 0.6125,                0.46962,                0.92236,                 0.6759,                0.51158,                0.57351,                0.43264,                0.92632,                 1.2659,                 1.1781,              0.0003323,              0.0003323,              0.0003323
                    111,                0.58826,                0.45955,                0.92048,                0.60794,                0.55589,                0.57282,                0.43416,                 0.9309,                 1.2357,                 1.1806,             0.00032876,             0.00032876,             0.00032876
                    112,                 0.6041,                0.45561,                0.92204,                0.66061,                0.52841,                0.58316,                0.44017,                0.92608,                 1.2203,                 1.1772,             0.00032523,             0.00032523,             0.00032523
                    113,                0.60303,                0.46196,                0.92434,                0.65305,                0.54236,                0.58383,                0.43789,                0.94307,                 1.2451,                 1.1946,             0.00032169,             0.00032169,             0.00032169
                    114,                 0.5975,                0.45737,                0.92387,                0.68058,                0.52448,                0.58378,                 0.4414,                0.93269,                 1.2572,                 1.1753,             0.00031816,             0.00031816,             0.00031816
                    115,                0.58251,                0.44499,                0.91652,                0.67618,                0.51807,                0.58022,                0.43428,                0.93633,                 1.2282,                 1.1901,             0.00031462,             0.00031462,             0.00031462
                    116,                0.59821,                0.44416,                0.92286,                0.68003,                0.51922,                0.58621,                0.43569,                0.93475,                 1.2388,                 1.1929,             0.00031109,             0.00031109,             0.00031109
                    117,                0.58695,                0.43983,                0.91213,                0.68199,                0.53201,                0.58901,                0.44141,                0.92827,                 1.2387,                 1.1784,             0.00030756,             0.00030756,             0.00030756
                    118,                  0.589,                0.44604,                0.91855,                0.65904,                0.53765,                0.58354,                0.43619,                0.94189,                 1.2585,                 1.1907,             0.00030402,             0.00030402,             0.00030402
                    119,                0.57947,                0.43604,                0.91336,                0.68436,                0.52237,                0.58184,                 0.4378,                0.92778,                 1.2513,                 1.1848,             0.00030049,             0.00030049,             0.00030049
                    120,                0.58645,                0.43524,                0.91242,                0.64904,                0.54278,                0.58063,                0.43664,                0.93837,                 1.2253,                 1.1908,             0.00029695,             0.00029695,             0.00029695
                    121,                0.57058,                0.42199,                0.90669,                0.63734,                0.54045,                0.57855,                0.43601,                 0.9419,                  1.221,                 1.1958,             0.00029342,             0.00029342,             0.00029342
                    122,                0.56679,                0.42695,                0.90851,                0.66492,                0.53257,                0.57695,                0.43563,                0.92877,                 1.2486,                 1.1795,             0.00028988,             0.00028988,             0.00028988
                    123,                0.57184,                0.43064,                0.91703,                0.66135,                0.53465,                0.56961,                0.42652,                0.94057,                 1.2751,                 1.1882,             0.00028635,             0.00028635,             0.00028635
                    124,                0.57739,                0.44051,                0.91098,                0.66443,                0.53043,                0.57743,                0.43228,                0.93101,                  1.223,                 1.1788,             0.00028282,             0.00028282,             0.00028282
                    125,                0.57601,                0.43313,                0.91539,                0.69803,                0.51751,                0.59263,                0.44148,                0.92724,                 1.2377,                 1.1853,             0.00027928,             0.00027928,             0.00027928
                    126,                0.57216,                0.42867,                0.91515,                0.66333,                0.54998,                0.59373,                0.44436,                0.91938,                  1.227,                 1.1777,             0.00027575,             0.00027575,             0.00027575
                    127,                0.58382,                0.43191,                0.90949,                0.66242,                0.53877,                0.58563,                0.44425,                0.91459,                  1.215,                 1.1725,             0.00027221,             0.00027221,             0.00027221
                    128,                0.57038,                0.43011,                0.91369,                0.65373,                0.54686,                0.58906,                0.43765,                0.93281,                 1.2398,                 1.1831,             0.00026868,             0.00026868,             0.00026868
                    129,                0.57384,                0.42719,                0.90819,                0.68957,                0.52728,                0.59472,                0.44583,                0.93405,                 1.2348,                 1.1825,             0.00026514,             0.00026514,             0.00026514
                    130,                0.56563,                0.42233,                0.91502,                0.67128,                0.54438,                0.59473,                0.45116,                0.92356,                 1.2056,                 1.1781,             0.00026161,             0.00026161,             0.00026161
                    131,                0.56361,                0.42287,                0.90653,                0.64778,                0.55018,                0.58458,                0.44038,                 0.9337,                   1.28,                 1.1853,             0.00025808,             0.00025808,             0.00025808
                    132,                0.57038,                0.43011,                 0.9117,                0.67031,                0.53008,                0.58856,                0.44695,                 0.9247,                 1.2412,                 1.1795,             0.00025454,             0.00025454,             0.00025454
                    133,                0.57487,                0.42581,                0.90853,                0.64651,                0.54111,                0.58865,                0.44657,                0.92977,                 1.2608,                 1.1772,             0.00025101,             0.00025101,             0.00025101
                    134,                0.56827,                0.42309,                 0.9101,                0.63578,                0.54657,                0.57716,                0.43632,                0.93095,                 1.2742,                 1.1879,             0.00024747,             0.00024747,             0.00024747
                    135,                0.56178,                0.42004,                 0.9139,                0.65343,                0.52618,                 0.5735,                 0.4343,                0.92385,                 1.2664,                 1.1797,             0.00024394,             0.00024394,             0.00024394
                    136,                0.56254,                0.41161,                0.90552,                0.64485,                0.54851,                0.58598,                0.44375,                0.92015,                 1.2563,                 1.1854,              0.0002404,              0.0002404,              0.0002404
                    137,                0.55005,                0.40781,                0.90464,                0.63445,                0.55012,                0.58232,                0.43983,                0.92244,                 1.2791,                 1.1916,             0.00023687,             0.00023687,             0.00023687
                    138,                0.54947,                0.40427,                0.90126,                0.64153,                 0.5432,                0.58508,                0.44392,                0.93443,                 1.3736,                 1.1911,             0.00023334,             0.00023334,             0.00023334
                    139,                0.55582,                0.41121,                0.90221,                0.65669,                0.54036,                0.58994,                0.44529,                0.92348,                 1.2798,                 1.1802,              0.0002298,              0.0002298,              0.0002298
                    140,                0.55465,                0.41511,                0.90783,                  0.687,                0.52909,                0.59182,                0.44943,                 0.9142,                 1.2334,                 1.1731,             0.00022627,             0.00022627,             0.00022627
                    141,                0.55333,                0.41159,                0.90478,                0.70141,                0.52478,                0.58779,                0.44648,                0.91106,                 1.2163,                 1.1741,             0.00022273,             0.00022273,             0.00022273
                    142,                 0.5521,                0.40461,                0.90091,                0.66437,                 0.5374,                 0.5843,                0.44453,                0.91869,                 1.2397,                 1.1823,              0.0002192,              0.0002192,              0.0002192
                    143,                0.55473,                0.41558,                0.89942,                0.63648,                0.55594,                0.59132,                0.44767,                0.91604,                 1.1968,                 1.1781,             0.00021566,             0.00021566,             0.00021566
                    144,                0.55371,                 0.4141,                0.90558,                0.67534,                0.53777,                0.58724,                0.44409,                 0.9194,                 1.2444,                 1.1796,             0.00021213,             0.00021213,             0.00021213
                    145,                0.54136,                0.40136,                0.89688,                0.63645,                0.54816,                0.58638,                0.44391,                0.91369,                 1.2756,                 1.1771,              0.0002086,              0.0002086,              0.0002086
                    146,                0.53155,                0.39508,                0.89571,                0.71035,                0.50982,                0.58654,                0.44387,                0.91623,                 1.2944,                  1.182,             0.00020506,             0.00020506,             0.00020506
                    147,                0.54557,                0.40253,                0.90228,                 0.6697,                0.52237,                0.58135,                  0.441,                 0.9197,                  1.323,                 1.1849,             0.00020153,             0.00020153,             0.00020153
                    148,                 0.5535,                0.40424,                0.89667,                0.70957,                0.51142,                0.58673,                0.44608,                0.91363,                 1.2765,                 1.1762,             0.00019799,             0.00019799,             0.00019799
                    149,                0.53626,                0.39356,                0.89086,                0.67445,                0.53414,                0.58679,                0.44514,                0.91318,                 1.2413,                 1.1788,             0.00019446,             0.00019446,             0.00019446
                    150,                0.53747,                0.40523,                0.90144,                 0.7007,                0.51798,                0.58244,                0.44211,                0.91554,                 1.2675,                 1.1793,             0.00019092,             0.00019092,             0.00019092
                    151,                0.53861,                0.40107,                 0.8986,                0.68132,                 0.5367,                0.58516,                0.44509,                0.91266,                 1.2692,                 1.1795,             0.00018739,             0.00018739,             0.00018739
