                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                 1.0243,                 2.0211,                  0.838,                 1.1433,                0.63616,                 0.5276,                0.58561,                0.29132,                0.47699,                0.60225,                0.47593,                0.23575,                 1.9713,                 4.0536,                  2.154,                 2.1651,              0.0006338,              0.0006338,              0.0006338
                    210,                 1.0267,                 1.8224,                0.87152,                 1.1581,                0.62377,                0.57217,                0.59219,                 0.2776,                0.49507,                0.59456,                0.50061,                0.23319,                 1.9618,                 4.0019,                 2.1641,                 2.1581,              0.0006272,              0.0006272,              0.0006272
                    211,                 1.0266,                 1.9812,                0.89794,                 1.1934,                0.62377,                0.57217,                0.59219,                 0.2776,                0.49507,                0.59456,                0.50061,                0.23319,                 1.9618,                 4.0019,                 2.1641,                 2.1581,              0.0006206,              0.0006206,              0.0006206
                    212,                 1.0314,                 2.0444,                0.90816,                 1.1708,                0.44985,                0.60995,                0.50968,                0.26155,                0.49072,                0.61432,                0.49339,                0.22299,                  1.961,                 3.9536,                 2.1715,                 2.1662,               0.000614,               0.000614,               0.000614
                    213,                 1.1202,                 2.1141,                0.92702,                  1.251,                 0.6583,                 0.5128,                0.56767,                0.27395,                0.51679,                 0.6246,                 0.5089,                0.22146,                 1.9348,                 3.8336,                 2.2052,                 2.1404,              0.0006074,              0.0006074,              0.0006074
                    214,                  1.005,                 1.9673,                0.83723,                 1.1384,                0.64889,                0.54328,                0.60101,                0.28818,                0.49272,                0.61949,                0.54517,                0.25008,                 1.9512,                 3.7609,                  2.092,                 2.1578,              0.0006008,              0.0006008,              0.0006008
                    215,                0.94188,                 1.9567,                0.83496,                 1.1084,                0.64889,                0.54328,                0.60101,                0.28818,                0.49272,                0.61949,                0.54517,                0.25008,                 1.9512,                 3.7609,                  2.092,                 2.1578,              0.0005942,              0.0005942,              0.0005942
                    216,                0.99522,                  1.999,                0.88522,                 1.1839,                0.64474,                0.52077,                0.63312,                0.31071,                0.48081,                0.62614,                 0.5535,                0.25686,                 1.9465,                 3.7548,                 2.0229,                 2.1515,              0.0005876,              0.0005876,              0.0005876
                    217,                 1.0121,                 2.0723,                0.87384,                 1.1939,                0.66606,                0.50768,                  0.619,                0.30253,                0.55815,                0.54683,                0.52678,                0.24498,                 1.9168,                 3.7258,                 1.9664,                 2.1107,               0.000581,               0.000581,               0.000581
                    218,                 1.0202,                 2.0462,                0.86912,                 1.1569,                0.72275,                0.51253,                0.61467,                0.29902,                0.56166,                0.51707,                 0.5263,                 0.2505,                  1.902,                  3.694,                 1.9085,                   2.08,              0.0005744,              0.0005744,              0.0005744
                    219,                0.97963,                 1.8866,                 0.8327,                 1.1287,                0.72275,                0.51253,                0.61467,                0.29902,                0.56166,                0.51707,                 0.5263,                 0.2505,                  1.902,                  3.694,                 1.9085,                   2.08,              0.0005678,              0.0005678,              0.0005678
                    220,                0.95954,                 2.0017,                0.86578,                 1.1886,                 0.6586,                0.53559,                0.63673,                0.31159,                0.53057,                0.55097,                0.53371,                0.25031,                 1.8773,                 3.6783,                 1.9014,                 2.0563,              0.0005612,              0.0005612,              0.0005612
                    221,                0.93034,                 1.8504,                0.78475,                 1.0985,                0.50042,                0.64669,                0.65367,                 0.3133,                0.56493,                0.55023,                0.54642,                0.25158,                 1.8748,                 3.6924,                 1.9059,                 2.0493,              0.0005546,              0.0005546,              0.0005546
                    222,                0.93672,                 1.8882,                0.83468,                 1.1394,                0.49931,                0.61675,                0.64536,                0.29153,                0.51513,                0.54652,                 0.5399,                0.23725,                 1.8529,                 3.7276,                 1.9052,                 2.0315,               0.000548,               0.000548,               0.000548
                    223,                0.92903,                  1.926,                0.89351,                 1.1708,                0.49931,                0.61675,                0.64536,                0.29153,                0.51513,                0.54652,                 0.5399,                0.23725,                 1.8529,                 3.7276,                 1.9052,                 2.0315,              0.0005414,              0.0005414,              0.0005414
                    224,                 1.0292,                 1.9851,                0.95213,                  1.229,                0.45352,                0.64125,                0.62891,                0.30616,                 0.4718,                0.57546,                0.57309,                0.25401,                 1.8196,                 3.7509,                 1.9189,                 2.0182,              0.0005348,              0.0005348,              0.0005348
                    225,                0.92931,                 1.9818,                 1.0867,                 1.1401,                0.40142,                0.67349,                0.59685,                0.29828,                0.42259,                0.58454,                 0.5331,                0.24479,                 1.8056,                 3.7569,                 1.9529,                 2.0059,              0.0005282,              0.0005282,              0.0005282
                    226,                0.99757,                 1.9223,                0.87533,                 1.1607,                0.38171,                0.69982,                0.56787,                0.28031,                0.38172,                0.57405,                0.50941,                0.22909,                 1.8141,                 3.7638,                 1.9123,                 2.0151,              0.0005216,              0.0005216,              0.0005216
                    227,                0.93318,                 1.9112,                0.79674,                 1.1015,                0.38171,                0.69982,                0.56787,                0.28031,                0.38172,                0.57405,                0.50941,                0.22909,                 1.8141,                 3.7638,                 1.9123,                 2.0151,               0.000515,               0.000515,               0.000515
                    228,                   1.05,                 2.0004,                0.85129,                 1.1593,                0.40068,                0.63389,                0.56198,                0.27223,                0.66783,                0.48295,                0.46962,                0.22663,                 1.8016,                 3.7724,                 1.9031,                 2.0079,              0.0005084,              0.0005084,              0.0005084
                    229,                  1.012,                 1.9848,                0.82829,                 1.1367,                0.49743,                0.65018,                0.60101,                0.28694,                0.39999,                0.55587,                0.45691,                0.22019,                 1.8307,                 3.7721,                 1.9237,                 2.0306,              0.0005018,              0.0005018,              0.0005018
                    230,                 1.0463,                 1.9578,                0.90264,                 1.1979,                0.52389,                0.60908,                 0.5552,                0.25879,                0.41016,                 0.5527,                0.44116,                0.21555,                 1.8666,                 3.7975,                 1.9606,                 2.0563,              0.0004952,              0.0004952,              0.0004952
                    231,                0.97395,                 1.8664,                0.80654,                  1.133,                0.52389,                0.60908,                 0.5552,                0.25879,                0.41016,                 0.5527,                0.44116,                0.21555,                 1.8666,                 3.7975,                 1.9606,                 2.0563,              0.0004886,              0.0004886,              0.0004886
                    232,                 0.9798,                 1.8404,                0.82912,                 1.1147,                0.54897,                0.59973,                 0.5772,                0.26177,                0.40631,                0.53235,                0.42895,                0.21645,                 1.8779,                 3.7677,                 2.0682,                 2.0511,               0.000482,               0.000482,               0.000482
                    233,                0.90838,                 1.8011,                0.75419,                 1.1017,                0.39474,                 0.5904,                 0.5262,                0.25683,                0.41412,                0.54338,                0.45696,                0.22529,                 1.8933,                 3.7938,                 2.1295,                 2.0657,              0.0004754,              0.0004754,              0.0004754
                    234,                0.94809,                 1.9247,                0.79897,                 1.1368,                0.38549,                0.62284,                0.54162,                0.24389,                0.40379,                0.51503,                0.45914,                0.22181,                 1.9115,                  3.753,                 2.1019,                 2.0765,              0.0004688,              0.0004688,              0.0004688
                    235,                0.92088,                 1.7762,                0.78326,                 1.1003,                0.38549,                0.62284,                0.54162,                0.24389,                0.40379,                0.51503,                0.45914,                0.22181,                 1.9115,                  3.753,                 2.1019,                 2.0765,              0.0004622,              0.0004622,              0.0004622
                    236,                0.99452,                 1.9085,                0.84075,                 1.1231,                 0.5805,                0.39586,                0.55479,                0.24502,                0.58441,                0.40361,                0.48701,                0.22271,                  1.937,                 3.7128,                 2.0112,                 2.1004,              0.0004556,              0.0004556,              0.0004556
                    237,                 0.8608,                 1.7794,                0.76059,                 1.0838,                0.58932,                0.40341,                0.55861,                0.24276,                0.50333,                0.47755,                0.49746,                0.23502,                 1.9431,                 3.6841,                 1.9903,                 2.1006,               0.000449,               0.000449,               0.000449
                    238,                0.94039,                 1.8749,                0.82093,                 1.1554,                0.39422,                0.59654,                 0.5602,                0.24126,                0.59847,                0.47371,                0.50095,                0.23503,                 1.9126,                 3.6486,                 1.9782,                 2.0876,              0.0004424,              0.0004424,              0.0004424
                    239,                0.96583,                 1.8959,                0.89013,                 1.1404,                0.39422,                0.59654,                 0.5602,                0.24126,                0.59847,                0.47371,                0.50095,                0.23503,                 1.9126,                 3.6486,                 1.9782,                 2.0876,              0.0004358,              0.0004358,              0.0004358
                    240,                 1.0211,                 1.9724,                0.88613,                  1.189,                0.63435,                0.48499,                 0.5487,                0.24179,                0.44323,                0.55113,                0.49712,                0.22369,                 1.8961,                 3.6651,                  1.974,                 2.1057,              0.0004292,              0.0004292,              0.0004292
                    241,                0.97847,                 1.8652,                0.79338,                 1.1377,                0.39627,                0.54794,                0.43691,                0.22817,                0.60587,                0.46511,                0.47602,                0.21419,                 1.8825,                 3.6911,                 1.9808,                 2.0999,              0.0004226,              0.0004226,              0.0004226
                    242,                0.97551,                 1.8349,                0.79044,                 1.1577,                0.39288,                 0.5293,                0.44346,                0.23401,                0.57628,                0.48268,                0.46914,                0.21575,                 1.8784,                 3.7269,                 2.0071,                  2.077,               0.000416,               0.000416,               0.000416
                    243,                0.95449,                 1.7879,                0.84517,                 1.1777,                0.39288,                 0.5293,                0.44346,                0.23401,                0.57628,                0.48268,                0.46914,                0.21575,                 1.8784,                 3.7269,                 2.0071,                  2.077,              0.0004094,              0.0004094,              0.0004094
                    244,                0.93409,                 1.8964,                0.87789,                 1.1529,                0.49838,                0.62114,                0.48873,                0.23282,                0.55635,                0.47779,                0.41974,                0.19521,                  1.903,                 3.7787,                 2.0665,                 2.1027,              0.0004028,              0.0004028,              0.0004028
                    245,                0.89448,                  1.825,                0.76616,                  1.103,                0.47378,                0.62572,                0.49922,                0.21923,                0.57454,                0.44343,                0.40417,                0.18969,                  1.889,                 3.8111,                 2.0831,                  2.084,              0.0003962,              0.0003962,              0.0003962
                    246,                 1.0302,                 1.9779,                0.88283,                 1.1225,                0.44827,                0.51706,                0.44751,                0.20296,                0.60928,                0.43672,                0.41664,                0.18531,                 1.8927,                 3.8155,                 2.1582,                 2.1005,              0.0003896,              0.0003896,              0.0003896
                    247,                0.91372,                 1.7665,                0.79752,                 1.1254,                0.44827,                0.51706,                0.44751,                0.20296,                0.60928,                0.43672,                0.41664,                0.18531,                 1.8927,                 3.8155,                 2.1582,                 2.1005,               0.000383,               0.000383,               0.000383
                    248,                0.95453,                 1.8104,                0.81814,                 1.1584,                0.50534,                0.43801,                0.43529,                0.19872,                0.53344,                0.34343,                 0.3424,                0.18937,                 1.8985,                 3.7642,                 2.2005,                 2.1209,              0.0003764,              0.0003764,              0.0003764
                    249,                0.92486,                 1.8138,                0.77341,                 1.1218,                 0.6139,                 0.4101,                0.46131,                0.21218,                0.52944,                0.34343,                 0.3431,                0.17665,                 1.8981,                 3.7705,                 2.2361,                 2.1241,              0.0003698,              0.0003698,              0.0003698
                    250,                0.97674,                  1.931,                0.79082,                 1.1374,                0.66669,                0.40299,                0.45416,                0.21297,                0.55602,                0.34238,                0.33959,                 0.1743,                 1.9074,                 3.7617,                 2.2649,                 2.1329,              0.0003632,              0.0003632,              0.0003632
